"2022/10/25 12:49:35 PM GMT+1","Алматы","Kazakhstan","женский","26 - 40 лет","Редко","В подарок ребенку.","Да","Они дорогие.","До 5000 рублей.","Количество деталей в наборе/уровень сложности.;Возрастные рекомендации.","City;DUPLO;Spiderman","Два - три раза.","Да.","Просто использую любую другую.","Да, пару раз.","Нет."
"2022/10/25 12:51:54 PM GMT+1","Limerick ","Ireland","женский","26 - 40 лет","Редко","В подарок ребенку.","Да","Ну вот собрал его один раз, а дальше его куда?","До 2500 рублей.","ЛЕГО серии (City,  Minecraft, Star Wars).","Batman;Classic;Marvel","Один раз.","Да.","Ничего не делаю.","Да, довольно часто.","Нет."
